0.035455;0.652926;2.839263 
0.031853;0.658519;2.258222 
0.027182;0.665297;1.930437 
0.047243;0.833054;2.529921 
0.028862;0.642717;2.955871 
0.037034;0.658585;1.912765 
0.030791;0.737094;2.334081 
0.034569;0.651067;2.277344 
0.027235;0.643800;1.666042 
0.025804;0.673108;2.274518 
0.031954;0.726098;2.364070 
0.031897;0.701562;2.467436 
0.028135;0.676173;5.481069 
0.028054;0.711719;1.841583 
0.028895;0.640522;2.419921 
0.028626;0.712950;2.087132 
0.027424;0.660470;1.995166 
0.029760;0.699952;2.443882 
0.028759;0.691190;2.370789 
0.032300;0.765801;4.680401 
0.038643;0.690415;2.566033 
0.038220;0.660125;2.445208 
0.036386;0.651694;1.950138 
0.039314;0.734983;1.813063 
0.033631;0.753890;2.271717 
0.028466;0.717882;2.264003 
0.041624;0.665940;2.443857 
0.027092;0.692270;3.455769 
0.033746;0.648051;2.118425 
0.031981;0.718331;1.995347 
0.039453;0.760361;2.399881 
0.027685;0.912194;2.350507 
0.028149;0.689370;1.924347 
0.027722;0.645331;2.011866 
0.069907;0.719721;2.182033 
0.032258;0.801255;2.297514 
0.050584;0.664415;2.078163 
0.067854;0.775612;3.092327 
0.026571;0.637251;1.745558 
0.028012;0.738931;3.608792 
0.030693;0.681568;1.672803 
0.031249;0.734600;2.195991 
0.031748;0.675519;2.723199 
0.051281;0.803379;2.381257 
0.030523;0.481030;2.073922 
0.029745;0.648802;3.142371 
0.031546;0.651466;1.811510 
0.038335;0.755616;2.169278 
0.032864;0.414590;1.585507 
0.027369;0.657210;2.372620 
0.031135;0.645671;2.018665 
0.033752;0.434183;1.744573 
0.027198;0.415703;1.519247 
0.033068;0.355199;1.572300 
0.031515;0.687211;1.784780 
0.032340;0.411850;1.874545 
0.041536;0.773589;2.004017 
0.029436;0.642653;2.083616 
0.081862;0.863250;2.228081 
0.033171;0.761101;4.161913 
0.030505;0.673794;2.574234 
0.068891;0.439755;1.748570 
0.041810;0.746948;2.080246 
0.034748;0.363341;1.406337 
0.033457;0.493211;2.014638 
0.032462;0.361179;1.661969 
0.028361;0.355360;2.221602 
0.028218;0.382091;1.551878 
0.052383;0.391157;1.997899 
0.029362;0.381650;1.596065 
0.029779;0.352997;1.576608 
0.031103;0.455581;1.905640 
0.043536;0.480254;2.455515 
0.030434;0.351133;1.899189 
0.032050;0.369361;3.544403 
0.031048;0.356724;1.684201 
0.035577;0.460734;1.653102 
0.031775;0.369365;2.121450 
0.028496;0.445660;1.931023 
