0.031456;0.418957;3.008952 
0.036864;0.468518;3.257917 
0.027417;0.377705;1.676304 
0.029141;0.379044;2.081776 
0.039161;0.471723;2.749065 
0.034123;0.472072;3.122838 
0.030105;0.408692;3.645349 
0.032424;0.366958;1.710102 
0.264814;0.652434;2.243386 
0.034898;0.383707;1.869342 
0.039148;0.384675;1.734677 
0.034852;0.392354;2.161674 
0.036449;0.372174;2.465812 
0.035961;0.448568;2.331375 
0.028891;0.454917;3.287868 
0.029303;0.375802;2.622987 
0.027985;0.452614;1.591930 
0.029077;0.382422;1.715486 
0.030785;0.392660;1.469044 
0.039864;0.444345;1.600608 
0.037737;0.469250;2.469835 
0.032964;0.441319;1.716237 
0.028777;0.451810;4.161737 
0.041626;0.474998;2.675254 
0.043509;0.446517;2.652071 
0.037815;0.441647;2.138969 
0.046377;0.384519;2.450012 
0.030871;0.430406;1.968529 
0.030113;0.392368;2.710859 
0.049629;0.415117;2.525550 
0.033041;0.469331;2.076905 
0.033495;0.406427;2.813162 
0.034790;0.445495;1.959435 
0.031383;0.354966;1.981636 
0.034412;0.467385;3.245595 
0.033839;0.381090;1.664895 
0.035323;0.357127;1.826966 
0.035905;0.442640;3.038727 
0.036247;0.460554;2.795529 
0.029504;0.354840;4.150122 
0.036576;0.447130;2.095733 
0.028210;0.383991;2.050448 
0.035203;0.442337;1.760260 
0.041198;0.436119;2.320458 
0.036433;0.454188;1.887423 
0.032106;0.371575;1.688269 
0.033221;0.437305;2.035107 
0.029373;0.355369;1.641239 
0.033629;0.375365;2.194671 
0.028987;0.362341;2.078619 
0.030047;0.408406;2.073928 
0.032471;0.469938;2.981258 
0.032758;0.435859;1.758247 
0.031051;0.409605;1.711985 
0.035648;0.421720;1.881331 
0.032638;0.362270;2.313245 
0.032092;0.379099;2.099591 
0.031130;0.431242;1.922991 
0.030117;0.365720;2.378051 
0.027815;0.395305;3.758319 
0.067349;0.512787;2.131680 
0.040163;0.414147;3.502345 
0.038315;0.480884;2.334385 
0.038734;0.374798;1.464339 
0.046486;0.442172;1.766711 
0.029122;0.401699;2.853082 
0.026448;5.457276;9.271404 
0.030716;0.379580;2.089583 
0.030677;0.361113;3.703910 
0.029671;0.453650;2.133994 
0.030186;0.362347;1.940004 
0.036308;0.662059;2.235228 
0.037842;1.063270;7.403961 
0.029165;0.403453;1.956534 
0.028221;0.368570;2.672597 
0.029848;0.527751;3.231675 
0.039048;0.395043;2.914812 
0.030329;0.702416;2.705718 
0.028414;0.346509;2.140992 
0.036667;0.433011;1.883981 
0.028381;0.936691;4.478307 
0.030189;0.505847;2.364090 
0.034657;0.979066;2.855694 
0.030550;0.770493;2.306109 
0.030177;0.711111;1.945908 
0.030937;0.686429;2.544098 
0.032797;0.690353;10.540878 
0.029281;0.670507;2.095499 
0.027862;0.718233;2.860816 
0.031658;0.708744;2.211409 
0.033706;0.735767;1.878440 
0.032123;0.686899;2.717789 
0.027328;0.718907;2.646749 
0.032456;0.647414;2.236257 
0.028230;0.718755;2.708817 
0.036364;0.754277;3.019374 
0.034743;0.653470;2.275354 
0.068656;0.682242;1.982733 
0.030401;0.641238;2.733099 
0.027582;0.642838;1.901384 
0.027344;0.659472;3.294163 
0.036747;0.708026;2.925670 
0.028640;0.733907;2.348459 
0.026380;0.640493;1.854786 
0.031810;0.692457;2.313959 
0.028207;0.720015;2.154360 
0.031069;0.694255;2.179335 
0.035746;0.753133;2.834996 
0.028882;0.650426;2.198623 
0.028139;0.638335;2.114944 
0.027705;0.722113;2.425315 
0.032375;0.713428;2.892969 
0.043351;0.675743;1.926480 
0.031595;0.703607;2.184695 
0.035084;0.756335;2.450838 
0.030581;0.647654;2.506897 
0.029116;0.684765;2.695003 
0.028884;0.692591;2.331534 
0.030329;0.656926;2.142842 
0.032864;0.737148;2.912958 
0.036656;0.676946;6.876096 
0.033315;0.650171;2.090135 
0.027129;0.691794;2.062559 
0.030840;0.666982;2.191098 
0.031929;0.652757;2.001628 
0.034639;0.742054;1.996318 
0.039817;0.688737;2.752316 
0.050946;0.669939;1.984776 
0.027887;0.651361;2.814776 
0.032934;0.760390;2.095250 
0.030840;0.696247;2.046146 
0.028871;0.683987;2.547189 
0.027242;0.684351;2.270094 
0.036570;0.752563;3.109498 
0.029120;0.703533;2.293584 
0.053812;0.663253;2.510885 
0.028830;0.659775;2.079626 
0.029732;0.650959;2.354140 
0.025864;0.720503;2.133818 
0.028713;0.721705;2.002042 
0.045675;0.752900;2.395131 
0.033087;0.642602;2.290045 
0.032461;0.870286;2.457401 
0.055388;0.665451;2.079848 
0.037011;0.688146;2.041689 
0.028611;0.662324;2.730879 
0.030213;0.698466;1.977209 
0.049033;0.753834;2.148752 
0.029203;0.643449;3.670382 
0.051474;0.742879;2.029848 
0.029503;0.747504;2.175927 
0.029781;0.643871;2.062803 
0.029642;0.654510;2.304138 
0.036568;0.668629;2.092434 
0.035373;0.757159;2.450420 
0.032176;0.748297;2.072824 
0.030225;0.708889;2.067358 
0.035736;0.648097;2.618719 
0.031036;0.724309;2.411418 
0.030795;0.646172;4.585073 
0.039018;0.658653;1.976496 
0.032002;0.697122;2.216956 
0.030738;0.717877;2.071918 
0.033972;0.649262;2.011837 
0.030408;0.645894;3.077365 
0.029721;0.680716;2.444143 
0.038870;0.679399;2.027966 
0.034128;0.650952;3.368988 
0.033454;0.669289;1.843049 
0.035740;0.666562;2.124416 
0.029543;0.641467;2.123480 
0.027474;0.642511;2.242859 
0.031203;0.648341;2.033814 
0.033453;0.686732;2.325385 
0.033610;0.701851;2.192217 
0.029148;0.643750;2.307857 
0.027966;0.677733;2.691895 
0.036069;0.736023;2.312919 
0.029003;0.661082;2.379564 
0.028531;0.724162;2.068967 
0.025731;0.636097;3.009279 
0.031287;0.737849;3.257470 
0.031210;0.742504;2.392210 
0.030520;0.649506;2.412634 
0.056107;0.720006;2.933781 
0.029913;0.740713;2.475704 
0.028808;0.644938;2.247229 
0.033045;0.641684;2.453354 
0.031761;0.686423;2.787203 
0.033642;0.751537;2.336975 
0.047328;0.755119;2.141768 
0.030419;0.645471;2.078708 
0.029840;0.702099;3.119193 
0.029388;0.742608;2.512030 
0.030280;0.648265;2.160900 
0.032061;0.660886;2.333976 
0.048661;0.677089;2.088318 
0.030692;0.702186;2.185223 
0.035302;0.696983;2.147530 
0.035071;0.740957;2.185965 
0.040536;0.690385;2.614366 
0.029195;0.723494;2.557960 
0.035448;0.653975;1.994228 
0.030820;0.650007;2.273856 
0.038882;0.723549;2.787790 
0.031558;0.671501;3.246527 
0.033723;0.660928;1.991679 
0.032659;0.727921;2.583667 
0.029209;0.791732;2.143212 
0.030534;0.684648;2.310566 
0.028438;0.710812;5.059824 
0.041455;0.655620;2.093866 
0.030897;0.643777;2.781067 
0.033128;0.647988;2.139958 
0.028377;0.655266;1.995515 
0.028066;0.706823;3.483868 
0.040551;0.790466;2.052920 
0.027275;0.669030;2.107213 
0.032117;0.688008;2.785280 
0.032877;0.755323;2.341686 
0.038346;0.754051;2.123224 
0.050489;0.665023;2.839242 
0.035929;0.659334;2.612762 
0.027824;0.643696;2.417801 
0.029653;0.643667;2.992575 
0.030578;0.665404;2.215228 
0.025685;0.719874;2.155864 
0.032389;0.647428;2.699870 
0.032694;0.748283;2.880883 
0.032723;0.719113;3.541179 
0.039718;0.746440;1.964451 
0.033424;0.712408;3.499063 
0.044518;0.667490;2.069009 
0.035063;0.653060;2.159546 
0.031764;0.721565;2.059853 
0.147940;0.797972;2.862215 
0.031194;0.685251;3.586104 
0.028427;0.650638;2.005540 
0.026581;0.695292;2.232352 
0.030567;0.699747;2.575459 
0.029015;0.670123;3.381317 
0.037046;0.650654;10.012480 
0.045937;0.763398;2.082436 
0.031564;0.657465;2.044116 
