0.029508;0.703176;4.604215 
0.026797;0.691570;2.333222 
0.042565;0.668297;2.077629 
0.056361;0.755283;2.657063 
0.027806;0.656480;2.722271 
0.030080;0.965708;4.233652 
0.028338;0.635786;2.250846 
0.032468;0.711326;5.358399 
0.029290;0.743966;1.868698 
0.030261;0.727612;2.175481 
0.036277;0.662183;2.018692 
0.029620;0.649084;2.079165 
0.039903;0.758503;2.136211 
0.025799;0.756972;2.086723 
0.027979;0.702751;3.395821 
0.031517;0.642944;1.750527 
